Entity_ID,Customer,Destination,Category,Week +1_Vol,Week +1_Wt,Week +2_Vol,Week +2_Wt,Week +3_Vol,Week +3_Wt,Week +4_Vol,Week +4_Wt
"Yanwen Logistics Co., Ltd. Shenzhen Branch_FO_239","Yanwen Logistics Co., Ltd. Shenzhen Branch",FO,EARRING类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_FO_234","Yanwen Logistics Co., Ltd. Shenzhen Branch",FO,NECKLACE类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_FO_1999","Yanwen Logistics Co., Ltd. Shenzhen Branch",FO,L1大类1_长尾杂项,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_FO_17999","Yanwen Logistics Co., Ltd. Shenzhen Branch",FO,L1大类17_长尾杂项,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_FO_177","Yanwen Logistics Co., Ltd. Shenzhen Branch",FO,WOMEN COTTON  SHIRT类,0.0,0.0,0.0,0.0,1.0,0.21,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_CH_7999","Yanwen Logistics Co., Ltd. Shenzhen Branch",CH,L1大类7_长尾杂项,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_CH_4","Yanwen Logistics Co., Ltd. Shenzhen Branch",CH,REPLACEMENT BAND,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_CH_390","Yanwen Logistics Co., Ltd. Shenzhen Branch",CH,PLASTIC PEN CASING类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_CH_358","Yanwen Logistics Co., Ltd. Shenzhen Branch",CH,STICKER类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_GB_264","Yanwen Logistics Co., Ltd. Shenzhen Branch",GB,LED LIGHT类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_GB_12999","Yanwen Logistics Co., Ltd. Shenzhen Branch",GB,L1大类12_长尾杂项,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_FO_87","Yanwen Logistics Co., Ltd. Shenzhen Branch",FO,PHONE SCREEN PROTECTOR类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_CH_211","Yanwen Logistics Co., Ltd. Shenzhen Branch",CH,RESISTOR类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_CH_138","Yanwen Logistics Co., Ltd. Shenzhen Branch",CH,REMOTE CONTROL类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_CH_12999","Yanwen Logistics Co., Ltd. Shenzhen Branch",CH,L1大类12_长尾杂项,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.04
"Yanwen Logistics Co., Ltd. Shenzhen Branch_CA_484","Yanwen Logistics Co., Ltd. Shenzhen Branch",CA,MAT类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_CA_211","Yanwen Logistics Co., Ltd. Shenzhen Branch",CA,RESISTOR类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_BY_999","Yanwen Logistics Co., Ltd. Shenzhen Branch",BY,L1大类0_长尾杂项,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_BY_77","Yanwen Logistics Co., Ltd. Shenzhen Branch",BY,KEYBOARD类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_BY_484","Yanwen Logistics Co., Ltd. Shenzhen Branch",BY,MAT类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_FO_8","Yanwen Logistics Co., Ltd. Shenzhen Branch",FO,BUBBLE FILM类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_FO_7999","Yanwen Logistics Co., Ltd. Shenzhen Branch",FO,L1大类7_长尾杂项,0.0,0.0,0.0,0.0,1.0,0.27,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_FO_487","Yanwen Logistics Co., Ltd. Shenzhen Branch",FO,CABLE类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_FO_367","Yanwen Logistics Co., Ltd. Shenzhen Branch",FO,SPEAKER PARTS类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_FO_358","Yanwen Logistics Co., Ltd. Shenzhen Branch",FO,STICKER类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_BG_450","Yanwen Logistics Co., Ltd. Shenzhen Branch",BG,PLASTIC PARTICLE类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_BN_5","Yanwen Logistics Co., Ltd. Shenzhen Branch",BN,KIDS PAINTING KIT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_BN_350","Yanwen Logistics Co., Ltd. Shenzhen Branch",BN,WOMEN'S KNITTED POLYESTER COAT类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_BN_345","Yanwen Logistics Co., Ltd. Shenzhen Branch",BN,BRACELET类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_BN_311","Yanwen Logistics Co., Ltd. Shenzhen Branch",BN,WOMEN'S KNITTED POLYESTER DRESS类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_BN_285","Yanwen Logistics Co., Ltd. Shenzhen Branch",BN,FOUNDATION STICK类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_BN_233","Yanwen Logistics Co., Ltd. Shenzhen Branch",BN,ACRYLIC PENDANT DECORATIONS类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_BN_19999","Yanwen Logistics Co., Ltd. Shenzhen Branch",BN,L1大类19_长尾杂项,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_BN_165","Yanwen Logistics Co., Ltd. Shenzhen Branch",BN,PAPER CARD类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_BN_156","Yanwen Logistics Co., Ltd. Shenzhen Branch",BN,WATCH STRAP类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_GE_12999","Yanwen Logistics Co., Ltd. Shenzhen Branch",GE,L1大类12_长尾杂项,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_GE_119","Yanwen Logistics Co., Ltd. Shenzhen Branch",GE,PHONE CASE类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_GB_7999","Yanwen Logistics Co., Ltd. Shenzhen Branch",GB,L1大类7_长尾杂项,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_GB_418","Yanwen Logistics Co., Ltd. Shenzhen Branch",GB,TOOL类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_GB_345","Yanwen Logistics Co., Ltd. Shenzhen Branch",GB,BRACELET类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_GB_296","Yanwen Logistics Co., Ltd. Shenzhen Branch",GB,STAINLESS STEEL WOK类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_BE_358","Yanwen Logistics Co., Ltd. Shenzhen Branch",BE,STICKER类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_BE_2999","Yanwen Logistics Co., Ltd. Shenzhen Branch",BE,L1大类2_长尾杂项,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_BE_287","Yanwen Logistics Co., Ltd. Shenzhen Branch",BE,STYLING COMB类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_GL_121","Yanwen Logistics Co., Ltd. Shenzhen Branch",GL,SUNGLASSES类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_GI_5","Yanwen Logistics Co., Ltd. Shenzhen Branch",GI,KIDS PAINTING KIT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_GF_999","Yanwen Logistics Co., Ltd. Shenzhen Branch",GF,L1大类0_长尾杂项,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_GF_364","Yanwen Logistics Co., Ltd. Shenzhen Branch",GF,SPEAKER类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_GE_311","Yanwen Logistics Co., Ltd. Shenzhen Branch",GE,WOMEN'S KNITTED POLYESTER DRESS类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_GE_2999","Yanwen Logistics Co., Ltd. Shenzhen Branch",GE,L1大类2_长尾杂项,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_GE_285","Yanwen Logistics Co., Ltd. Shenzhen Branch",GE,FOUNDATION STICK类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_BM_311","Yanwen Logistics Co., Ltd. Shenzhen Branch",BM,WOMEN'S KNITTED POLYESTER DRESS类,0.0,0.0,0.0,0.0,1.0,0.76,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_BM_176","Yanwen Logistics Co., Ltd. Shenzhen Branch",BM,WOMEN  COTTON  DRESS类,0.0,0.0,0.0,0.0,1.0,0.66,3.0,1.98
"Yanwen Logistics Co., Ltd. Shenzhen Branch_BM_165","Yanwen Logistics Co., Ltd. Shenzhen Branch",BM,PAPER CARD类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_BH_286","Yanwen Logistics Co., Ltd. Shenzhen Branch",BH,HAIR TRIMMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_BH_208","Yanwen Logistics Co., Ltd. Shenzhen Branch",BH,CHARGING STAND类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_BH_145","Yanwen Logistics Co., Ltd. Shenzhen Branch",BH,LENS CASE类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_GL_139","Yanwen Logistics Co., Ltd. Shenzhen Branch",GL,POLYESTER CUSHION类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_GL_12999","Yanwen Logistics Co., Ltd. Shenzhen Branch",GL,L1大类12_长尾杂项,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_GL_124","Yanwen Logistics Co., Ltd. Shenzhen Branch",GL,BLANKET类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_BE_999","Yanwen Logistics Co., Ltd. Shenzhen Branch",BE,L1大类0_长尾杂项,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_BE_8999","Yanwen Logistics Co., Ltd. Shenzhen Branch",BE,L1大类8_长尾杂项,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_BE_7999","Yanwen Logistics Co., Ltd. Shenzhen Branch",BE,L1大类7_长尾杂项,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_BE_73","Yanwen Logistics Co., Ltd. Shenzhen Branch",BE,SILICONE GEL PATCH类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_BE_509","Yanwen Logistics Co., Ltd. Shenzhen Branch",BE,STRAP类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_BE_508","Yanwen Logistics Co., Ltd. Shenzhen Branch",BE,ZIPPER类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_BE_50","Yanwen Logistics Co., Ltd. Shenzhen Branch",BE,HYBRID KITTEN GREEN类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_BE_498","Yanwen Logistics Co., Ltd. Shenzhen Branch",BE,AIR PURIFIER类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_BE_484","Yanwen Logistics Co., Ltd. Shenzhen Branch",BE,MAT类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_BE_465","Yanwen Logistics Co., Ltd. Shenzhen Branch",BE,ADAPTER类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_BE_463","Yanwen Logistics Co., Ltd. Shenzhen Branch",BE,HOOK类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_BE_437","Yanwen Logistics Co., Ltd. Shenzhen Branch",BE,CLIP类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_BE_380","Yanwen Logistics Co., Ltd. Shenzhen Branch",BE,HOME DECORATION类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_AU_19999","Yanwen Logistics Co., Ltd. Shenzhen Branch",AU,L1大类19_长尾杂项,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_GL_87","Yanwen Logistics Co., Ltd. Shenzhen Branch",GL,PHONE SCREEN PROTECTOR类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_GL_7999","Yanwen Logistics Co., Ltd. Shenzhen Branch",GL,L1大类7_长尾杂项,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_GL_75","Yanwen Logistics Co., Ltd. Shenzhen Branch",GL,OUTDOOR SPORTS AND LEISURE POCKET PANTS类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_GL_451","Yanwen Logistics Co., Ltd. Shenzhen Branch",GL,TOWEL类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_GL_393","Yanwen Logistics Co., Ltd. Shenzhen Branch",GL,ANTI-STRETCH MARK CREAM类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_GL_370","Yanwen Logistics Co., Ltd. Shenzhen Branch",GL,PLASTIC DECORATIVE PENDANTS类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_GL_356","Yanwen Logistics Co., Ltd. Shenzhen Branch",GL,MEN S COTTON T-SHIRT类,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.39
"Yanwen Logistics Co., Ltd. Shenzhen Branch_GL_333","Yanwen Logistics Co., Ltd. Shenzhen Branch",GL,COTTON STOCKINGS类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_GL_323","Yanwen Logistics Co., Ltd. Shenzhen Branch",GL,ALLOY NECKLACE类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_GL_309","Yanwen Logistics Co., Ltd. Shenzhen Branch",GL,PANTIES类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_GL_281","Yanwen Logistics Co., Ltd. Shenzhen Branch",GL,STAINLESS STEEL RING类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_GL_239","Yanwen Logistics Co., Ltd. Shenzhen Branch",GL,EARRING类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_GL_234","Yanwen Logistics Co., Ltd. Shenzhen Branch",GL,NECKLACE类,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.05
"Yanwen Logistics Co., Ltd. Shenzhen Branch_GL_217","Yanwen Logistics Co., Ltd. Shenzhen Branch",GL,RING类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_GL_1999","Yanwen Logistics Co., Ltd. Shenzhen Branch",GL,L1大类1_长尾杂项,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_GP_156","Yanwen Logistics Co., Ltd. Shenzhen Branch",GP,WATCH STRAP类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_GP_122","Yanwen Logistics Co., Ltd. Shenzhen Branch",GP,DENTAL BRACES类,0.0,0.0,0.0,0.0,1.0,0.03,2.0,0.07
"Yanwen Logistics Co., Ltd. Shenzhen Branch_BE_286","Yanwen Logistics Co., Ltd. Shenzhen Branch",BE,HAIR TRIMMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_BE_28","Yanwen Logistics Co., Ltd. Shenzhen Branch",BE,GLOVES类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_BE_218","Yanwen Logistics Co., Ltd. Shenzhen Branch",BE,STORAGE BOX类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_BE_19999","Yanwen Logistics Co., Ltd. Shenzhen Branch",BE,L1大类19_长尾杂项,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_BE_1999","Yanwen Logistics Co., Ltd. Shenzhen Branch",BE,L1大类1_长尾杂项,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_BE_152","Yanwen Logistics Co., Ltd. Shenzhen Branch",BE,KEYCHAIN类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_BE_12999","Yanwen Logistics Co., Ltd. Shenzhen Branch",BE,L1大类12_长尾杂项,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_BE_110","Yanwen Logistics Co., Ltd. Shenzhen Branch",BE,NAIL CLIPPERS类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_AW_999","Yanwen Logistics Co., Ltd. Shenzhen Branch",AW,L1大类0_长尾杂项,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_AU_484","Yanwen Logistics Co., Ltd. Shenzhen Branch",AU,MAT类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_AU_387","Yanwen Logistics Co., Ltd. Shenzhen Branch",AU,MINI DC MOTOR KIT类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_AU_317","Yanwen Logistics Co., Ltd. Shenzhen Branch",AU,MUSICAL INSTRUMENT类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_AU_274","Yanwen Logistics Co., Ltd. Shenzhen Branch",AU,NECK MASSAGER类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_AU_20","Yanwen Logistics Co., Ltd. Shenzhen Branch",AU,FLASHLIGHT类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_HK_132","Yanwen Logistics Co., Ltd. Shenzhen Branch",HK,PLASTIC DOG TOY类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_HK_131","Yanwen Logistics Co., Ltd. Shenzhen Branch",HK,AIR CUSHION FOUNDATION类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_HK_12999","Yanwen Logistics Co., Ltd. Shenzhen Branch",HK,L1大类12_长尾杂项,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_HK_124","Yanwen Logistics Co., Ltd. Shenzhen Branch",HK,BLANKET类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_HK_121","Yanwen Logistics Co., Ltd. Shenzhen Branch",HK,SUNGLASSES类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_GU_319","Yanwen Logistics Co., Ltd. Shenzhen Branch",GU,ZINC ALLOY MEDAL类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_GR_317","Yanwen Logistics Co., Ltd. Shenzhen Branch",GR,MUSICAL INSTRUMENT类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_GP_5","Yanwen Logistics Co., Ltd. Shenzhen Branch",GP,KIDS PAINTING KIT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_GP_39","Yanwen Logistics Co., Ltd. Shenzhen Branch",GP,POLYESTER YOGA PANTS类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_GP_383","Yanwen Logistics Co., Ltd. Shenzhen Branch",GP,PAINTING BY NUMBERS类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_GP_364","Yanwen Logistics Co., Ltd. Shenzhen Branch",GP,SPEAKER类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_GP_345","Yanwen Logistics Co., Ltd. Shenzhen Branch",GP,BRACELET类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_GP_249","Yanwen Logistics Co., Ltd. Shenzhen Branch",GP,HEADPHONES类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_GP_232","Yanwen Logistics Co., Ltd. Shenzhen Branch",GP,PLASTIC BEADS类,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9
"Yanwen Logistics Co., Ltd. Shenzhen Branch_GP_17999","Yanwen Logistics Co., Ltd. Shenzhen Branch",GP,L1大类17_长尾杂项,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_GP_176","Yanwen Logistics Co., Ltd. Shenzhen Branch",GP,WOMEN  COTTON  DRESS类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_HK_24","Yanwen Logistics Co., Ltd. Shenzhen Branch",HK,BING BONG PLUSHIE类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_HK_230","Yanwen Logistics Co., Ltd. Shenzhen Branch",HK,STONE ICE CUBE类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_HK_218","Yanwen Logistics Co., Ltd. Shenzhen Branch",HK,STORAGE BOX类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_HK_201","Yanwen Logistics Co., Ltd. Shenzhen Branch",HK,CASUAL SHOES类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_HK_19999","Yanwen Logistics Co., Ltd. Shenzhen Branch",HK,L1大类19_长尾杂项,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_HK_184","Yanwen Logistics Co., Ltd. Shenzhen Branch",HK,MEN'S CASUAL SHOES类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_HK_183","Yanwen Logistics Co., Ltd. Shenzhen Branch",HK,LEATHER POUCH类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_HK_180","Yanwen Logistics Co., Ltd. Shenzhen Branch",HK,HANDBAG - NYLON FABRIC类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
